species;code;incubator;petridish;total;viable;viablePER;seeds_germ;germPER;Mid_nov;Winter_germ;spring_germ;summer_germ;Mid_june;Mid_sep;datesow;datelast;t50lm;date50;HS;coldstratgerm;Uncertainty
Luzula caespitosa;110821-03;Snowbed;4;25;9;36;8;88.89;0;88.89;0;0;0;0;07/09/2021;19/09/2022;245.6428571;09/05/2022;445.5;100;0.544
Luzula caespitosa;120821-04;Fellfield;1;25;8;32;8;100;75;12.5;0;0;0;12.5;07/09/2021;13/09/2022;51.69444444;27/10/2021;577.5;25;1.061
Luzula caespitosa;120821-04;Fellfield;2;25;12;48;10;83.33;33.33;33.33;8.33;0;8.34;8.33;07/09/2021;19/09/2022;211.3333333;05/04/2022;640;60;2.371
Luzula caespitosa;120821-04;Fellfield;3;25;4;16;4;100;25;50;25;0;25;0;07/09/2021;25/04/2022;212.5;06/04/2022;642.5;75;1.5
Luzula caespitosa;120821-04;Fellfield;4;25;8;32;8;100;12.5;87.5;0;0;0;0;07/09/2021;11/04/2022;212;06/04/2022;642.5;87.5;0.544
Luzula caespitosa;120821-04;Snowbed;1;25;10;40;10;100;0;90;0;10;0;10;07/09/2021;06/07/2022;245.625;09/05/2022;445.5;100;0.922
Luzula caespitosa;120821-04;Snowbed;2;25;13;52;13;100;0;100;0;0;0;0;07/09/2021;11/05/2022;245.5;09/05/2022;445.5;100;0
Luzula caespitosa;120821-04;Snowbed;3;25;15;60;15;100;0;100;0;0;0;0;07/09/2021;11/05/2022;245.5;09/05/2022;445.5;100;0
Luzula caespitosa;120821-04;Snowbed;4;25;9;36;9;100;0;100;0;0;0;0;07/09/2021;11/05/2022;245.5;09/05/2022;445.5;100;0
Minuartia recurva;110821-07;Fellfield;1;25;23;92;23;100;100;0;0;0;0;0;03/09/2021;08/10/2021;7.208333333;09/09/2021;115;0;0.999
Minuartia recurva;110821-07;Fellfield;2;25;25;100;25;100;100;0;0;0;0;0;03/09/2021;08/10/2021;10.83333333;12/09/2021;163;0;0.971
Minuartia recurva;110821-07;Fellfield;3;25;22;88;22;100;100;0;0;0;0;0;03/09/2021;08/10/2021;4.714285714;06/09/2021;67;0;0.946
Minuartia recurva;110821-07;Fellfield;4;25;22;88;22;100;100;0;0;0;0;0;03/09/2021;05/11/2021;10.83333333;12/09/2021;163;0;1.207
Minuartia recurva;110821-07;Snowbed;1;25;20;80;20;100;75;5;20;0;20;0;03/09/2021;08/06/2022;23.84615385;25/09/2021;266.5;25;1.579
Minuartia recurva;110821-07;Snowbed;2;25;21;84;21;100;66.67;0;33.33;0;33.33;0;03/09/2021;15/06/2022;26.54166667;28/09/2021;290;33.33;1.832
Minuartia recurva;110821-07;Snowbed;3;25;23;92;23;100;65.22;0;34.78;0;34.78;0;03/09/2021;15/06/2022;27.19230769;29/09/2021;297.5;34.78;1.23
Minuartia recurva;110821-07;Snowbed;4;25;24;96;24;100;79.17;0;20.83;0;20.83;0;03/09/2021;15/06/2022;16.54545455;18/09/2021;205;20.83;1.801
Minuartia recurva;120821-01;Fellfield;1;25;25;100;25;100;100;0;0;0;0;0;03/09/2021;08/10/2021;3.571428571;05/09/2021;51;0;0.634
Minuartia recurva;120821-01;Fellfield;2;25;24;96;24;100;100;0;0;0;0;0;03/09/2021;08/10/2021;3.428571429;05/09/2021;51;0;0.544
Minuartia recurva;120821-01;Fellfield;3;25;25;100;25;100;100;0;0;0;0;0;03/09/2021;08/10/2021;3.947368421;05/09/2021;51;0;0.795
Minuartia recurva;120821-01;Fellfield;4;25;23;92;23;100;95.65;0;4.35;0;4.35;0;03/09/2021;25/04/2022;3.631578947;05/09/2021;51;4.35;0.808
Minuartia recurva;120821-01;Snowbed;1;25;23;92;23;100;73.91;13.04;13.04;0;13.05;0;03/09/2021;01/06/2022;4.3125;06/09/2021;64;26.09;1.327
Minuartia recurva;120821-01;Snowbed;2;25;24;96;24;100;91.67;0;8.33;0;8.33;0;03/09/2021;15/06/2022;5.142857143;07/09/2021;77;8.33;1.364
Minuartia recurva;120821-01;Snowbed;3;25;22;88;22;100;100;0;0;0;0;0;03/09/2021;08/10/2021;4.125;06/09/2021;64;0;0.845
Minuartia recurva;120821-01;Snowbed;4;25;25;100;25;100;88;0;12;0;12;0;03/09/2021;01/06/2022;4.6875;06/09/2021;64;12;1.429
Minuartia verna;300821-06;Fellfield;1;25;25;100;12;48;44;0;0;0;0;4;21/09/2021;19/09/2022;NA;NA;NA;8.33;1.551
Minuartia verna;300821-06;Fellfield;2;25;24;96;11;45.83;45.83;0;0;0;0;0;21/09/2021;19/09/2022;NA;NA;NA;0;0.845
Minuartia verna;300821-06;Fellfield;3;25;23;92;10;43.48;43.48;0;0;0;0;0;21/09/2021;19/09/2022;NA;NA;NA;0;0.72
Minuartia verna;300821-06;Fellfield;4;25;22;88;7;31.82;31.82;0;0;0;0;0;21/09/2021;19/09/2022;NA;NA;NA;0;0.592
Minuartia verna;300821-06;Snowbed;1;25;24;96;4;16.67;12.5;0;4.17;0;4.17;0;21/09/2021;19/09/2022;NA;NA;NA;25.01;0.811
Minuartia verna;300821-06;Snowbed;2;25;24;96;2;8.33;4.17;0;0;0;0;4.17;21/09/2021;19/09/2022;NA;NA;NA;49.94;1
Minuartia verna;300821-06;Snowbed;3;25;23;92;1;4.35;4.35;0;0;0;0;0;21/09/2021;19/09/2022;NA;NA;NA;0;0
Minuartia verna;300821-06;Snowbed;4;25;24;96;5;20.83;12.5;0;0;0;0;8.33;21/09/2021;19/09/2022;NA;NA;NA;39.99;1.922
MinuartiaCF;310821-10;Fellfield;1;25;25;100;6;24;16;0;4;4;4;4;24/09/2021;19/09/2022;NA;NA;NA;33.33;1.252
MinuartiaCF;310821-10;Fellfield;2;25;25;100;12;48;24;0;16;4;16;8;24/09/2021;19/09/2022;NA;NA;NA;50;1.896
MinuartiaCF;310821-10;Fellfield;3;25;25;100;12;48;24;0;20;4;20;4;24/09/2021;19/09/2022;NA;NA;NA;50;2.335
MinuartiaCF;310821-10;Fellfield;4;25;24;96;14;58.33;37.5;0;16.67;4.17;16.67;4.17;24/09/2021;19/09/2022;227;08/05/2022;538;35.71;2.118
MinuartiaCF;310821-10;Snowbed;1;25;25;100;4;16;0;0;4;4;4;12;24/09/2021;19/09/2022;NA;NA;NA;100;2
MinuartiaCF;310821-10;Snowbed;2;25;25;100;3;12;0;0;0;12;0;12;24/09/2021;19/09/2022;NA;NA;NA;100;0.918
MinuartiaCF;310821-10;Snowbed;3;25;25;100;5;20;0;0;12;4;4;16;24/09/2021;19/09/2022;NA;NA;NA;100;1.922
MinuartiaCF;310821-10;Snowbed;4;25;25;100;2;8;0;4;4;0;0;4;24/09/2021;19/09/2022;NA;NA;NA;100;1
Neochischkinia truncatula;240821-07;Fellfield;1;25;23;92;22;95.65;95.65;0;0;0;0;0;16/09/2021;19/09/2022;6.795454545;21/09/2021;81;0;0
Neochischkinia truncatula;240821-07;Fellfield;2;25;25;100;23;92;92;0;0;0;0;0;16/09/2021;19/09/2022;7.386363636;22/09/2021;93.5;0;0.258
Neochischkinia truncatula;240821-07;Fellfield;3;25;23;92;23;100;100;0;0;0;0;0;16/09/2021;29/09/2021;6.5;21/09/2021;81;0;0
Neochischkinia truncatula;240821-07;Fellfield;4;25;25;100;25;100;100;0;0;0;0;0;16/09/2021;29/09/2021;6.5;21/09/2021;81;0;0
Neochischkinia truncatula;240821-07;Snowbed;1;25;21;84;20;95.24;95.24;0;0;0;0;0;16/09/2021;19/09/2022;7.184210526;22/09/2021;67.5;0;0.286
Neochischkinia truncatula;240821-07;Snowbed;2;25;24;96;19;79.17;79.17;0;0;0;0;0;16/09/2021;19/09/2022;8.666666667;23/09/2021;76;0;0.297
Neochischkinia truncatula;240821-07;Snowbed;3;25;24;96;23;95.83;95.83;0;0;0;0;0;16/09/2021;19/09/2022;7.428571429;22/09/2021;67.5;0;0.426
Neochischkinia truncatula;240821-07;Snowbed;4;25;22;88;22;100;100;0;0;0;0;0;16/09/2021;29/09/2021;6.5;21/09/2021;59;0;0
Neochischkinia truncatula;250821-03;Fellfield;1;25;24;96;21;87.5;83.33;0;0;4.17;0;4.17;17/09/2021;19/09/2022;7.578947368;23/09/2021;92;4.77;0.549
Neochischkinia truncatula;250821-03;Fellfield;2;25;21;84;17;80.95;80.95;0;0;0;0;0;17/09/2021;19/09/2022;7.411764706;23/09/2021;92;0;0
Neochischkinia truncatula;250821-03;Fellfield;3;25;22;88;22;100;100;0;0;0;0;0;17/09/2021;19/10/2021;6.285714286;22/09/2021;79.5;0;0.267
Neochischkinia truncatula;250821-03;Fellfield;4;25;18;72;18;100;100;0;0;0;0;0;17/09/2021;29/09/2021;6;22/09/2021;79.5;0;0
Neochischkinia truncatula;250821-03;Snowbed;1;25;22;88;17;77.27;77.27;0;0;0;0;0;17/09/2021;19/09/2022;10.15384615;26/09/2021;91;0;0.787
Neochischkinia truncatula;250821-03;Snowbed;2;25;18;72;15;83.33;83.33;0;0;0;0;0;17/09/2021;19/09/2022;9.818181818;25/09/2021;82.5;0;0.837
Neochischkinia truncatula;250821-03;Snowbed;3;22;19;86.36;19;100;100;0;0;0;0;0;17/09/2021;19/10/2021;9.5;25/09/2021;82.5;0;0.949
Neochischkinia truncatula;250821-03;Snowbed;4;25;24;96;22;91.67;87.5;0;0;4.17;0;4.17;17/09/2021;19/09/2022;11.07692308;27/09/2021;98.5;4.55;1.182
Pedicularis pyrenaica;130921-04;Fellfield;1;25;9;36;2;22.22;0;0;22.22;0;22.22;0;29/09/2021;19/09/2022;NA;NA;NA;100;1
Pedicularis pyrenaica;130921-04;Fellfield;2;25;11;44;7;63.64;0;18.18;45.45;0;45.46;0;29/09/2021;19/09/2022;210.75;26/04/2022;413;100;1.95
Pedicularis pyrenaica;130921-04;Fellfield;3;25;19;76;11;57.89;0;31.58;26.32;0;26.31;0;29/09/2021;19/09/2022;207.25;23/04/2022;399.5;100;1.686
Pedicularis pyrenaica;130921-04;Fellfield;4;25;3;12;2;66.67;0;66.67;0;0;0;0;29/09/2021;19/09/2022;193;09/04/2022;345.5;100;0
Pedicularis pyrenaica;130921-04;Snowbed;1;25;11;44;2;18.18;0;18.18;0;0;0;0;29/09/2021;19/09/2022;NA;NA;NA;100;0
Pedicularis pyrenaica;130921-04;Snowbed;2;25;20;80;7;35;0;30;5;5;0;5;29/09/2021;19/09/2022;NA;NA;NA;100;1.149
Pedicularis pyrenaica;130921-04;Snowbed;3;25;19;76;11;57.89;0;52.63;5.26;5.26;0;5.26;29/09/2021;19/09/2022;224.9;10/05/2022;219.5;100;0.439
Pedicularis pyrenaica;130921-04;Snowbed;4;25;8;32;4;50;0;37.5;12.5;12.5;0;12.5;29/09/2021;19/09/2022;274;29/06/2022;451.5;100;0.811
Pedicularis pyrenaica;310821-04;Fellfield;1;25;20;80;7;35;0;0;35;0;35;0;24/09/2021;19/09/2022;NA;NA;NA;100;1.557
Pedicularis pyrenaica;310821-04;Fellfield;2;25;19;76;7;36.84;0;0;36.84;0;36.84;0;24/09/2021;19/09/2022;NA;NA;NA;100;1.842
Pedicularis pyrenaica;310821-04;Fellfield;3;25;19;76;5;26.32;0;5.26;21.05;0;21.06;0;24/09/2021;19/09/2022;NA;NA;NA;100;1.922
Pedicularis pyrenaica;310821-04;Fellfield;4;25;19;76;4;21.05;0;0;21.05;0;21.05;0;24/09/2021;19/09/2022;NA;NA;NA;100;0.811
Pedicularis pyrenaica;310821-04;Snowbed;1;25;24;96;5;20.83;0;20.83;0;0;0;0;24/09/2021;19/09/2022;NA;NA;NA;100;0.722
Pedicularis pyrenaica;310821-04;Snowbed;2;25;21;84;4;19.05;0;19.05;0;0;0;0;24/09/2021;19/09/2022;NA;NA;NA;100;0
Pedicularis pyrenaica;310821-04;Snowbed;3;25;24;96;9;37.5;0;33.33;0;4.17;0;4.17;24/09/2021;19/09/2022;NA;NA;NA;100;0.503
Pedicularis pyrenaica;310821-04;Snowbed;4;25;21;84;3;14.29;0;14.29;0;0;0;0;24/09/2021;19/09/2022;NA;NA;NA;100;0
Phalacrocarpum oppositifolium;110821-02;Fellfield;1;25;15;60;15;100;86.67;0;13.33;0;13.33;0;10/09/2021;23/05/2022;39.50347222;18/10/2021;465;13.33;1.563
Phalacrocarpum oppositifolium;110821-02;Fellfield;2;25;17;68;17;100;100;0;0;0;0;0;10/09/2021;05/11/2021;27.6;06/10/2021;347;0;0.523
Phalacrocarpum oppositifolium;110821-02;Fellfield;3;25;19;76;18;94.74;94.74;0;0;0;0;0;10/09/2021;19/09/2022;28;07/10/2021;358;0;1.585
Phalacrocarpum oppositifolium;110821-02;Fellfield;4;25;18;72;18;100;94.44;0;5.56;0;5.56;0;10/09/2021;23/05/2022;30;09/10/2021;380;5.56;1.802
Phalacrocarpum oppositifolium;110821-02;Snowbed;1;25;17;68;17;100;88.24;11.76;0;0;0;0;10/09/2021;11/05/2022;41.3828125;20/10/2021;329;11.76;1.402
Phalacrocarpum oppositifolium;110821-02;Snowbed;2;25;16;64;16;100;75;25;0;0;0;0;10/09/2021;11/05/2022;41.60833333;20/10/2021;329;25;1.924
Phalacrocarpum oppositifolium;110821-02;Snowbed;3;25;14;56;14;100;100;0;0;0;0;0;10/09/2021;18/10/2021;8.166666667;17/09/2021;91.5;0;0.592
Phalacrocarpum oppositifolium;110821-02;Snowbed;4;25;14;56;14;100;100;0;0;0;0;0;10/09/2021;18/10/2021;26;05/10/2021;238.5;0;0
Phalacrocarpum oppositifolium;120821-05;Fellfield;1;12;4;33.33;3;75;50;25;0;0;0;0;10/09/2021;19/09/2022;56.04166667;04/11/2021;575.5;33.33;1.585
Phalacrocarpum oppositifolium;120821-05;Fellfield;2;12;3;25;3;100;100;0;0;0;0;0;10/09/2021;05/11/2021;42.51041667;21/10/2021;487.5;0;0.918
Phalacrocarpum oppositifolium;120821-05;Snowbed;1;12;7;58.33;7;100;42.86;57.14;0;0;0;0;10/09/2021;11/05/2022;242.125;09/05/2022;406.5;57.14;1.379
Phalacrocarpum oppositifolium;120821-05;Snowbed;2;12;10;83.33;10;100;80;20;0;0;0;0;10/09/2021;11/05/2022;27.71428571;06/10/2021;245.5;20;1.157
Phyteuma hemisphaericum;240821-10;Fellfield;1;25;17;68;1;5.88;0;0;5.88;0;5.88;0;16/09/2021;19/09/2022;NA;NA;NA;100;0
Phyteuma hemisphaericum;240821-10;Fellfield;2;25;23;92;5;21.74;0;0;21.74;0;21.74;0;16/09/2021;19/09/2022;NA;NA;NA;100;1.522
Phyteuma hemisphaericum;240821-10;Fellfield;3;24;18;75;8;44.44;5.56;0;38.89;0;38.89;0;16/09/2021;19/09/2022;NA;NA;NA;87.49;1.61
Phyteuma hemisphaericum;240821-10;Fellfield;4;25;19;76;4;21.05;0;0;15.79;0;15.79;5.26;16/09/2021;19/09/2022;NA;NA;NA;100;2
Phyteuma hemisphaericum;240821-10;Snowbed;1;25;23;92;13;56.52;0;21.74;34.78;0;21.74;13.04;16/09/2021;19/09/2022;276;18/06/2022;452;100;2.104
Phyteuma hemisphaericum;240821-10;Snowbed;2;21;14;66.67;6;42.86;7.14;0;35.71;0;21.43;14.29;16/09/2021;19/09/2022;NA;NA;NA;83.34;1.918
Phyteuma hemisphaericum;240821-10;Snowbed;3;24;17;70.83;2;11.76;0;0;5.88;5.88;0;11.76;16/09/2021;19/09/2022;NA;NA;NA;100;1
Phyteuma hemisphaericum;240821-10;Snowbed;4;23;20;86.96;10;50;0;0;45;5;0;50;16/09/2021;19/09/2022;293;05/07/2022;643;100;1.157
Phyteuma hemisphaericum;250821-07;Fellfield;1;25;23;92;7;30.43;0;0;21.74;8.7;21.74;8.7;20/09/2021;19/09/2022;NA;NA;NA;100;2.522
Phyteuma hemisphaericum;250821-07;Fellfield;2;25;23;92;11;47.83;0;0;47.83;0;47.83;0;20/09/2021;19/09/2022;NA;NA;NA;100;1.79
Phyteuma hemisphaericum;250821-07;Fellfield;3;25;22;88;8;36.36;0;0;36.36;0;36.36;0;20/09/2021;19/09/2022;NA;NA;NA;100;2.156
Phyteuma hemisphaericum;250821-07;Fellfield;4;25;15;60;7;46.67;0;0;46.67;0;46.67;0;20/09/2021;19/09/2022;NA;NA;NA;100;0.985
Phyteuma hemisphaericum;250821-07;Snowbed;1;24;22;91.67;4;18.18;0;0;9.09;9.09;4.55;13.64;20/09/2021;19/09/2022;NA;NA;NA;100;1.5
Phyteuma hemisphaericum;250821-07;Snowbed;2;25;23;92;6;26.09;0;4.35;17.39;4.35;17.39;4.35;20/09/2021;19/09/2022;NA;NA;NA;100;1.252
Phyteuma hemisphaericum;250821-07;Snowbed;3;25;21;84;7;33.33;0;0;33.33;0;19.05;14.29;20/09/2021;19/09/2022;NA;NA;NA;100;0.985
Phyteuma hemisphaericum;250821-07;Snowbed;4;25;23;92;7;30.43;0;0;30.43;0;26.09;4.35;20/09/2021;19/09/2022;NA;NA;NA;100;0.592
Phyteuma orbiculare;300921-02;Fellfield;1;17;14;82.35;3;21.43;0;0;21.43;0;21.43;0;13/10/2021;19/09/2022;NA;NA;NA;100;0
Phyteuma orbiculare;300921-02;Fellfield;2;17;11;64.71;2;18.18;0;0;18.18;0;18.18;0;13/10/2021;19/09/2022;NA;NA;NA;100;0
Phyteuma orbiculare;300921-02;Fellfield;3;17;10;58.82;2;20;0;0;20;0;20;0;13/10/2021;19/09/2022;NA;NA;NA;100;0
Phyteuma orbiculare;300921-02;Snowbed;1;17;8;47.06;2;25;0;0;25;0;0;25;13/10/2021;19/09/2022;NA;NA;NA;100;0
Phyteuma orbiculare;300921-02;Snowbed;2;17;15;88.24;6;40;0;33.33;6.67;0;0;6.67;13/10/2021;19/09/2022;NA;NA;NA;100;0.65
Phyteuma orbiculare;300921-02;Snowbed;3;13;5;38.46;2;40;0;0;0;40;0;40;13/10/2021;19/09/2022;NA;NA;NA;100;1
Plantago alpina;130921-08;Fellfield;1;20;17;85;17;100;11.76;11.76;76.47;0;76.48;0;04/10/2021;10/05/2022;194.5;15/04/2022;308;88.24;2.299
Plantago alpina;130921-08;Fellfield;2;20;18;90;18;100;16.67;5.56;77.78;0;77.77;0;04/10/2021;10/05/2022;195.8333333;16/04/2022;311.5;83.33;2.489
Plantago alpina;130921-08;Fellfield;3;20;19;95;19;100;10.53;21.05;68.42;0;68.42;0;04/10/2021;10/05/2022;193.5;14/04/2022;304.5;89.47;2.076
Plantago alpina;130921-08;Snowbed;1;20;17;85;17;100;0;52.94;35.29;11.76;35.3;11.76;04/10/2021;14/07/2022;233.125;24/05/2022;189.5;100;2.558
Plantago alpina;130921-08;Snowbed;2;20;20;100;19;95;0;75;20;0;20;0;04/10/2021;19/09/2022;230.5;21/05/2022;185;100;1.894
Plantago alpina;130921-08;Snowbed;3;20;9;45;9;100;11.11;55.56;33.33;0;22.22;11.11;04/10/2021;24/06/2022;231.9;22/05/2022;185.5;88.89;1.88
Plantago alpina;300821-15;Fellfield;1;25;20;80;20;100;25;0;70;5;70;5;22/09/2021;18/07/2022;211.5;20/04/2022;471.5;75;2.204
Plantago alpina;300821-15;Fellfield;2;25;22;88;22;100;36.36;0;63.64;0;63.64;0;22/09/2021;02/05/2022;205.2;14/04/2022;447.5;63.64;1.92
Plantago alpina;300821-15;Fellfield;3;25;24;96;24;100;37.5;16.67;45.83;0;45.83;0;22/09/2021;09/05/2022;199.25;08/04/2022;428.5;62.5;2.083
Plantago alpina;300821-15;Fellfield;4;25;24;96;24;100;54.17;12.5;33.33;0;33.33;0;22/09/2021;02/05/2022;13.84615385;04/10/2021;154;45.83;1.815
Plantago alpina;300821-15;Snowbed;1;25;25;100;25;100;0;68;32;0;28;4;22/09/2021;29/06/2022;238.7;17/05/2022;278;100;2.15
Plantago alpina;300821-15;Snowbed;2;25;22;88;22;100;0;72.73;27.27;0;27.27;0;22/09/2021;01/06/2022;237;16/05/2022;277.5;100;1.981
Plantago alpina;300821-15;Snowbed;3;25;24;96;24;100;0;58.33;41.67;0;41.67;0;22/09/2021;08/06/2022;238;17/05/2022;278;100;2.189
Plantago alpina;300821-15;Snowbed;4;25;25;100;25;100;0;76;24;0;20;4;22/09/2021;23/06/2022;235.3;14/05/2022;277;100;2.129
Plantago holosteum;240821-04;Fellfield;1;25;25;100;25;100;100;0;0;0;0;0;15/09/2021;29/09/2021;7;21/09/2021;95;0;0
Plantago holosteum;240821-04;Fellfield;2;25;25;100;25;100;100;0;0;0;0;0;15/09/2021;29/09/2021;7;21/09/2021;95;0;0
Plantago holosteum;240821-04;Fellfield;3;25;25;100;25;100;100;0;0;0;0;0;15/09/2021;29/09/2021;7;21/09/2021;95;0;0
Plantago holosteum;240821-04;Fellfield;4;25;25;100;25;100;100;0;0;0;0;0;15/09/2021;29/09/2021;7;21/09/2021;95;0;0
Plantago holosteum;240821-04;Snowbed;1;25;25;100;25;100;100;0;0;0;0;0;15/09/2021;29/09/2021;7;21/09/2021;69.5;0;0
Plantago holosteum;240821-04;Snowbed;2;25;25;100;25;100;100;0;0;0;0;0;15/09/2021;29/09/2021;7;21/09/2021;69.5;0;0
Plantago holosteum;240821-04;Snowbed;3;25;25;100;25;100;100;0;0;0;0;0;15/09/2021;29/09/2021;7;21/09/2021;69.5;0;0
Plantago holosteum;240821-04;Snowbed;4;25;25;100;25;100;100;0;0;0;0;0;15/09/2021;29/09/2021;7;21/09/2021;69.5;0;0
Plantago holosteum;250821-12;Fellfield;1;25;25;100;24;96;88;0;8;0;8;0;20/09/2021;19/09/2022;9.659090909;28/09/2021;110.5;8.33;0.497
Plantago holosteum;250821-12;Fellfield;2;25;25;100;25;100;100;0;0;0;0;0;20/09/2021;07/10/2021;8.5;27/09/2021;99;0;0
Plantago holosteum;250821-12;Fellfield;3;25;25;100;25;100;92;0;8;0;8;0;20/09/2021;23/05/2022;9.239130435;28/09/2021;110.5;8;0.482
Plantago holosteum;250821-12;Fellfield;4;25;25;100;25;100;92;0;8;0;8;0;20/09/2021;02/05/2022;9.239130435;28/09/2021;110.5;8;0.482
Plantago holosteum;250821-12;Snowbed;1;25;25;100;23;92;92;0;0;0;0;0;20/09/2021;19/09/2022;9.239130435;28/09/2021;74.5;0;0
Plantago holosteum;250821-12;Snowbed;2;25;25;100;25;100;88;4;8;0;4;4;20/09/2021;29/06/2022;9.659090909;28/09/2021;74.5;12;0.72
Plantago holosteum;250821-12;Snowbed;3;25;25;100;25;100;88;0;12;0;8;4;20/09/2021;29/06/2022;9.659090909;28/09/2021;74.5;12;0.72
Plantago holosteum;250821-12;Snowbed;4;25;25;100;25;100;80;0;20;0;16;4;20/09/2021;29/06/2022;10.625;29/09/2021;82;20;0.996
Ranunculus carianthiacus;310821-16;Fellfield;1;15;15;100;4;26.67;0;0;0;26.67;0;26.67;28/09/2021;19/09/2022;NA;NA;NA;100;0
Ranunculus carianthiacus;310821-16;Snowbed;1;15;15;100;0;0;0;0;0;0;0;0;28/09/2021;19/09/2022;NA;NA;NA;0;0
Salix fontqueri;140921-01;Fellfield;1;5;5;100;0;0;0;0;0;0;0;0;06/10/2021;19/09/2022;NA;NA;NA;0;0
Salix fontqueri;140921-01;Snowbed;1;5;5;100;0;0;0;0;0;0;0;0;06/10/2021;19/09/2022;NA;NA;NA;0;0
Saxifraga conifera;130921-09;Fellfield;1;25;16;64;16;100;93.75;0;0;6.25;0;6.25;04/10/2021;05/07/2022;18.5125;21/10/2021;173.5;6.25;1.198
Saxifraga conifera;130921-09;Fellfield;2;25;12;48;12;100;83.33;0;0;16.67;0;16.67;04/10/2021;01/08/2022;19.01388889;22/10/2021;181;16.67;1.626
Saxifraga conifera;130921-09;Fellfield;3;24;17;70.83;17;100;100;0;0;0;0;0;04/10/2021;02/11/2021;9.153846154;12/10/2021;96;0;0.787
Saxifraga conifera;130921-09;Fellfield;4;24;16;66.67;14;87.5;62.5;0;0;25;6.25;18.75;04/10/2021;19/09/2022;21.52083333;24/10/2021;196;28.57;2.128
Saxifraga conifera;130921-09;Snowbed;1;25;14;56;9;64.29;7.14;0;0;42.86;0;57.14;04/10/2021;19/09/2022;322;21/08/2022;1186.5;88.89;1.224
Saxifraga conifera;130921-09;Snowbed;2;25;15;60;11;73.33;0;0;0;40;0;73.33;04/10/2021;19/09/2022;339.8;07/09/2022;1428.5;100;1.349
Saxifraga conifera;130921-09;Snowbed;3;25;11;44;5;45.45;0;0;0;18.18;0;45.45;04/10/2021;19/09/2022;NA;NA;NA;100;1.371
Saxifraga conifera;130921-09;Snowbed;4;25;18;72;16;88.89;11.11;0;0;38.89;0;77.78;04/10/2021;19/09/2022;322;21/08/2022;1186.5;87.5;1.677
Saxifraga conifera;140921-08;Fellfield;1;20;11;55;8;72.73;63.64;0;0;9.09;0;9.09;08/10/2021;19/09/2022;22.0327381;29/10/2021;184.5;12.5;0.544
Saxifraga conifera;140921-08;Fellfield;2;20;8;40;8;100;50;0;0;37.5;0;50;08/10/2021;13/09/2022;25.04166667;01/11/2021;202.5;50;1.75
Saxifraga conifera;140921-08;Fellfield;3;19;12;63.16;11;91.67;33.33;0;0;50;0;58.33;08/10/2021;19/09/2022;277;11/07/2022;1173.5;63.64;2.595
Saxifraga conifera;140921-08;Snowbed;1;20;14;70;7;50;21.43;0;0;21.43;0;28.57;08/10/2021;19/09/2022;340;12/09/2022;1463;57.14;1.842
Saxifraga conifera;140921-08;Snowbed;2;20;16;80;16;100;0;0;0;75;0;100;08/10/2021;19/09/2022;315;18/08/2022;1115;100;2.399
Saxifraga conifera;140921-08;Snowbed;3;20;9;45;4;44.44;0;0;0;33.33;0;44.44;08/10/2021;19/09/2022;NA;NA;NA;100;0.811
Saxifraga paniculata;310821-14;Fellfield;1;25;23;92;22;95.65;0;0;95.65;0;95.65;0;24/09/2021;19/09/2022;227.9545455;08/05/2022;538;100;1.661
Saxifraga paniculata;310821-14;Fellfield;2;25;25;100;25;100;0;0;100;0;100;0;24/09/2021;16/05/2022;218.46875;29/04/2022;487;100;1.218
Saxifraga paniculata;310821-14;Fellfield;3;25;25;100;23;92;0;0;92;0;92;0;24/09/2021;19/09/2022;218.1470588;29/04/2022;487;100;0.998
Saxifraga paniculata;310821-14;Fellfield;4;25;24;96;24;100;0;0;100;0;100;0;24/09/2021;16/05/2022;223.5;04/05/2022;514;100;1.5
Saxifraga paniculata;310821-14;Snowbed;1;25;20;80;4;20;0;0;20;0;0;20;24/09/2021;16/05/2022;NA;NA;NA;100;0.811
Saxifraga paniculata;310821-14;Snowbed;2;25;25;100;23;92;0;0;68;24;12;80;24/09/2021;19/09/2022;274.1428571;24/06/2022;435;100;1.934
Saxifraga paniculata;310821-14;Snowbed;3;25;20;80;11;55;0;0;40;15;0;55;24/09/2021;19/09/2022;282.6666667;02/07/2022;528;100;1.539
Saxifraga paniculata;310821-14;Snowbed;4;25;24;96;15;62.5;0;0;16.67;45.83;0;62.5;24/09/2021;19/09/2022;293.75;13/07/2022;679.5;100;2.2
Scilla verna;310821-06;Fellfield;1;25;24;96;1;4.17;0;0;0;0;0;4.17;24/09/2021;19/09/2022;NA;NA;NA;100;0
Scilla verna;310821-06;Fellfield;2;25;24;96;0;0;0;0;0;0;0;0;24/09/2021;19/09/2022;NA;NA;NA;0;0
Scilla verna;310821-06;Fellfield;3;25;25;100;3;12;0;0;0;0;0;12;24/09/2021;19/09/2022;NA;NA;NA;100;0
Scilla verna;310821-06;Fellfield;4;25;23;92;6;26.09;0;0;0;0;0;26.09;24/09/2021;19/09/2022;NA;NA;NA;100;0
Scilla verna;310821-06;Snowbed;1;25;25;100;1;4;0;0;0;0;0;4;24/09/2021;19/09/2022;NA;NA;NA;100;0.994
Scilla verna;310821-06;Snowbed;2;25;24;96;11;45.83;0;0;0;0;0;45.83;24/09/2021;19/09/2022;NA;NA;NA;100;0
